transaction_id,sender,receiver,amount,currency,country,channel,status,timestamp
TXN_4337898,Angela Eze,Philip Ibrahim,9902619.17,KES,Kenya,card,pending,2025-03-25
TXN_7351238,Cornelius Abiola,Blessing Oshodi,17886988.83,KES,Kenya,card,success,2026-08-01
TXN_8799034,Charity Okonkwo,Peace Abiola,10453175.01,ZAR,South Africa,mobile money,failed,2025-02-23
TXN_2453215,Peace Oyekan,Deborah Ojo,5846787.95,NGN,Nigeria,mobile money,success,2025-07-24
TXN_3061002,Joshua Okafor,Samuel Okonkwo,18474389.96,NGN,Nigeria,mobile money,pending,2026-01-11
TXN_6811361,Victoria Ogunleye,Blessing Okonkwo,15550309.37,GHS,Ghana,bank transfer,failed,2026-06-14
TXN_7876447,Joy Oshodi,Juliet Ibrahim,6313406.12,USD,United States,card,pending,2025-05-06
TXN_6797863,Simon Oshodi,Sarah Oshodi,18959880.28,NGN,Nigeria,bank transfer,pending,2026-06-07
TXN_5462060,Daniel Balogun,Elizabeth Ojo,16090273.4,ZAR,South Africa,bank transfer,success,2025-07-15
TXN_7920316,Peace Uche,Emmanuel Oshodi,15649133.86,ZAR,South Africa,mobile money,pending,2025-08-28
TXN_3031580,John Uche,Mark Ogunleye,17899935.65,ZAR,South Africa,mobile money,pending,2026-02-09
TXN_2720816,Agnes Okafor,Joseph Oyekan,1146197.15,NGN,Nigeria,card,success,2025-05-08
TXN_1686689,Nathaniel Ojo,Gloria Oshodi,19333500.57,ZAR,South Africa,card,success,2025-05-09
TXN_1304747,Emmanuel Adetokunbo,Grace Olawale,4680127.42,GHS,Ghana,card,pending,2025-12-17
TXN_6481407,Peace Obi,Samuel Ibrahim,18088484.47,GHS,Ghana,mobile money,pending,2026-08-23
TXN_5083718,Gloria Eze,Victoria Adeyemi,5529836.48,USD,United States,card,failed,2025-11-18
TXN_1229972,Samuel Adetokunbo,Grace Balogun,16652870.0,KES,Kenya,mobile money,success,2024-11-05
TXN_4648472,Mark Ogunleye,Mary Okafor,9963016.53,NGN,Nigeria,mobile money,failed,2025-01-25
TXN_1147960,Angela Nnamani,Mark Ogunleye,11804985.03,NGN,Nigeria,card,failed,2025-02-25
TXN_6286537,Mary Olawale,Mary Obi,5455262.49,USD,United States,bank transfer,success,2025-10-16
TXN_9578296,John Akinwale,Emmanuel Ojo,15572145.13,GHS,Ghana,card,success,2024-12-12
TXN_2383861,Angela Ogunleye,Peter Balogun,252883.66,GHS,Ghana,bank transfer,failed,2026-08-05
TXN_7259173,Esther Akinwale,Emmanuel Balogun,17581408.14,USD,United States,bank transfer,pending,2026-05-08
TXN_4836059,Philip Abiola,David Ogunleye,19234282.04,GHS,Ghana,bank transfer,failed,2024-09-30
TXN_9486091,Grace Ekwueme,Mark Obasanjo,18568230.01,NGN,Nigeria,mobile money,success,2025-07-01
TXN_1168303,Philip Ekwueme,Nathaniel Eze,1707607.45,GHS,Ghana,bank transfer,failed,2025-06-14
TXN_2998152,Angela Ekwueme,Daniel Oshodi,400477.3,ZAR,South Africa,mobile money,pending,2024-11-11
TXN_2275438,Cornelius Obi,Patience Ogunleye,2220920.73,NGN,Nigeria,mobile money,pending,2026-06-18
TXN_2509439,Joy Ojo,Gabriel Ogunleye,16603098.5,GHS,Ghana,mobile money,failed,2026-03-12
TXN_6141126,Joseph Ojo,Philip Ojo,978097.39,USD,United States,mobile money,pending,2026-06-23
TXN_3359653,James Olawale,Daniel Adeyemi,18409568.74,KES,Kenya,bank transfer,success,2026-02-10
TXN_3902647,Gabriel Akinwale,Philip Oshodi,18088099.09,NGN,Nigeria,card,pending,2026-03-24
TXN_9772755,Nathaniel Chukwu,Agnes Balogun,15261220.91,ZAR,South Africa,card,pending,2026-04-28
TXN_1206051,Patience Ekwueme,Mark Adetokunbo,14052345.65,KES,Kenya,card,pending,2024-10-15
TXN_1371043,Paul Obasanjo,Charity Nnamani,9203879.24,GHS,Ghana,bank transfer,pending,2026-01-14
TXN_9976636,Sarah Adetokunbo,Daniel Abiola,10778867.24,ZAR,South Africa,bank transfer,pending,2025-02-27
TXN_1535066,Andrew Adetokunbo,Mary Uche,10037461.76,GHS,Ghana,card,pending,2025-03-26
TXN_9607297,Esther Adeyemi,Joy Oshodi,11972727.87,USD,United States,mobile money,success,2026-06-08
TXN_1499044,Daniel Ibrahim,Esther Balogun,17629681.25,USD,United States,mobile money,success,2025-06-02
TXN_7401618,Sarah Balogun,James Nnamani,1699487.97,ZAR,South Africa,card,failed,2025-02-18
TXN_9022313,Mark Oyekan,Peace Ogunleye,10448769.81,NGN,Nigeria,card,pending,2025-10-08
TXN_7477944,Daniel Okonkwo,Paul Balogun,12137438.55,ZAR,South Africa,mobile money,failed,2025-02-13
TXN_9943835,Deborah Adeyemi,Elizabeth Oyekan,11904489.21,USD,United States,bank transfer,failed,2025-02-28
TXN_5264938,Gabriel Chukwu,Mark Ojo,13041123.09,ZAR,South Africa,bank transfer,failed,2026-04-03
TXN_8781891,Andrew Nnamani,Juliet Uche,8562856.27,KES,Kenya,mobile money,pending,2026-06-28
TXN_8781445,Patience Oyekan,Hope Ekwueme,5105222.66,KES,Kenya,bank transfer,pending,2026-08-04
TXN_5065564,Emmanuel Okafor,Gloria Oshodi,1816168.22,ZAR,South Africa,card,success,2024-09-13
TXN_6625817,Nathaniel Akinwale,Juliet Akinwale,17561406.65,GHS,Ghana,card,failed,2026-08-24
TXN_8824701,Paul Olawale,Simon Nnamani,18879706.35,GHS,Ghana,bank transfer,success,2025-01-03
TXN_7188381,Angela Abiola,Peace Ekwueme,9079936.5,GHS,Ghana,mobile money,pending,2026-03-20
TXN_5588747,Stephen Olawale,Stephen Okafor,8211599.48,USD,United States,bank transfer,pending,2024-10-16
TXN_2494377,Ruth Okafor,Mark Okonkwo,18663867.27,NGN,Nigeria,mobile money,success,2026-03-04
TXN_6843133,Agnes Uche,Angela Eze,5869025.04,GHS,Ghana,bank transfer,pending,2025-07-29
TXN_7585277,David Adetokunbo,Grace Olawale,11169142.14,ZAR,South Africa,card,failed,2025-04-13
TXN_3624235,Joshua Chukwu,Andrew Nnamani,7103707.47,GHS,Ghana,bank transfer,pending,2024-09-27
TXN_4236598,Angela Obi,Blessing Eze,2752309.14,ZAR,South Africa,card,failed,2026-03-09
TXN_8584182,Joy Oshodi,Joseph Oyekan,5735887.85,USD,United States,card,success,2025-08-21
TXN_6026457,Mark Ibrahim,Nathaniel Oyekan,11317912.02,USD,United States,card,failed,2025-09-12
TXN_9562307,Faith Adetokunbo,Gabriel Okafor,1529744.66,NGN,Nigeria,card,pending,2025-04-26
TXN_8565388,Philip Adetokunbo,Daniel Balogun,9648940.59,NGN,Nigeria,mobile money,failed,2025-02-24
TXN_2043841,Blessing Okafor,Michael Chukwu,9952484.45,KES,Kenya,card,pending,2026-05-29
TXN_3855129,Agnes Oshodi,Comfort Adetokunbo,5838112.33,USD,United States,bank transfer,failed,2025-09-27
TXN_7240291,Samuel Okafor,Emmanuel Ogunleye,15392497.81,NGN,Nigeria,mobile money,pending,2025-01-24
TXN_9846987,Gabriel Oshodi,Sarah Obasanjo,14592199.5,GHS,Ghana,card,pending,2025-07-03
TXN_1321648,Blessing Oyekan,Faith Akinwale,13310370.51,GHS,Ghana,mobile money,success,2025-11-22
TXN_2360386,Elizabeth Oyekan,Daniel Adetokunbo,286402.9,ZAR,South Africa,bank transfer,success,2025-12-18
TXN_2581688,Esther Akinwale,Nathaniel Olawale,13302803.35,USD,United States,bank transfer,failed,2024-11-10
TXN_1143277,Benjamin Okonkwo,Simon Olawale,333605.48,GHS,Ghana,bank transfer,pending,2026-06-29
TXN_6195746,Gloria Ojo,Elizabeth Ojo,2064391.94,USD,United States,bank transfer,success,2026-06-28
TXN_5353692,Juliet Uche,Agnes Oshodi,1979254.11,USD,United States,bank transfer,pending,2024-11-01
TXN_2884558,John Nnamani,Patience Ibrahim,18671750.5,USD,United States,bank transfer,failed,2025-05-26
TXN_3655189,Charity Adeyemi,Charity Obi,17457311.1,GHS,Ghana,card,pending,2025-07-17
TXN_8946089,Mark Nnamani,Samuel Ibrahim,9460455.04,GHS,Ghana,bank transfer,pending,2026-04-07
TXN_5058637,Patience Abiola,Nathaniel Eze,3332752.68,ZAR,South Africa,mobile money,pending,2025-07-19
TXN_3377748,Andrew Oyekan,Sarah Eze,12075456.81,KES,Kenya,bank transfer,pending,2025-09-19
TXN_9256069,Agnes Adetokunbo,John Balogun,5505712.34,USD,United States,mobile money,pending,2025-07-11
TXN_9739290,Simon Oshodi,Paul Ibrahim,3029136.5,ZAR,South Africa,card,pending,2025-12-14
TXN_5992780,Cornelius Chukwu,Comfort Akinwale,13837942.47,NGN,Nigeria,card,pending,2026-07-05
TXN_2598208,Elizabeth Obasanjo,Esther Abiola,2618354.72,GHS,Ghana,bank transfer,success,2025-08-29
TXN_6808873,Samuel Olawale,Emmanuel Olawale,5416504.64,KES,Kenya,mobile money,failed,2025-10-21
TXN_1416342,Peter Abiola,Joseph Adetokunbo,14843456.03,GHS,Ghana,card,success,2026-04-27
TXN_8196894,Paul Okafor,Joshua Ibrahim,18392414.94,GHS,Ghana,mobile money,failed,2026-07-28
TXN_9028416,Deborah Ibrahim,Comfort Ojo,13440719.85,USD,United States,bank transfer,success,2026-03-31
TXN_2633189,Benjamin Uche,Angela Olawale,8791285.78,NGN,Nigeria,card,pending,2025-06-11
TXN_8969726,Joseph Chukwu,Ruth Oshodi,16868650.8,USD,United States,mobile money,failed,2026-07-01
TXN_9146464,Peter Nnamani,David Nnamani,16807867.15,NGN,Nigeria,mobile money,success,2025-09-26
TXN_6963872,Daniel Abiola,Joy Abiola,15456134.86,USD,United States,mobile money,failed,2026-08-26
TXN_6998566,Grace Okonkwo,Patience Adetokunbo,3633182.88,GHS,Ghana,mobile money,success,2026-03-09
TXN_1639449,Mark Okonkwo,Gloria Ibrahim,11704975.23,GHS,Ghana,mobile money,pending,2026-03-19
TXN_4166900,Paul Okonkwo,Sarah Oshodi,3003438.16,GHS,Ghana,bank transfer,success,2025-07-08
TXN_5883292,Michael Olawale,Ruth Nnamani,721635.38,NGN,Nigeria,bank transfer,failed,2026-05-24
TXN_5118066,Gloria Ekwueme,Mary Uche,9815927.54,GHS,Ghana,mobile money,pending,2025-01-21
TXN_9149347,Patience Olawale,Simon Chukwu,14150616.5,GHS,Ghana,card,failed,2026-03-22
TXN_8738955,John Okonkwo,Comfort Ojo,17158262.69,ZAR,South Africa,card,pending,2025-08-21
TXN_4740772,Hope Abiola,Charity Ibrahim,18382172.13,ZAR,South Africa,card,success,2026-05-23
TXN_3446307,Patience Oyekan,Emmanuel Okonkwo,15279135.58,KES,Kenya,bank transfer,pending,2025-04-05
TXN_2597713,David Ekwueme,Mary Obasanjo,3252170.4,GHS,Ghana,bank transfer,pending,2025-04-06
TXN_1454351,Joy Oyekan,Mark Eze,2555935.29,NGN,Nigeria,bank transfer,failed,2024-09-17
TXN_9350629,Andrew Nnamani,Daniel Ogunleye,3253861.74,USD,United States,bank transfer,success,2025-10-18
TXN_8556404,Grace Ojo,John Oyekan,15630161.17,GHS,Ghana,bank transfer,failed,2024-10-30
TXN_2814026,Philip Obi,Hope Obasanjo,12531041.43,KES,Kenya,card,success,2024-10-21
TXN_4170521,Comfort Adeyemi,Philip Adetokunbo,12504801.72,GHS,Ghana,bank transfer,success,2025-09-27
TXN_4125214,Emmanuel Eze,Sarah Obi,6970011.33,USD,United States,card,pending,2026-05-11
TXN_8528819,Emmanuel Adetokunbo,Deborah Uche,9472332.09,NGN,Nigeria,bank transfer,failed,2026-01-25
TXN_4652327,Charity Nnamani,Gabriel Olawale,10574612.01,USD,United States,bank transfer,failed,2026-02-23
TXN_9993985,Esther Oyekan,Victoria Adeyemi,14463846.88,USD,United States,mobile money,pending,2025-02-04
TXN_8413207,Stephen Okafor,John Adeyemi,19732374.93,USD,United States,bank transfer,pending,2025-11-11
TXN_7285290,Emmanuel Obi,Comfort Okonkwo,11844195.31,ZAR,South Africa,mobile money,pending,2026-05-27
TXN_8254423,Deborah Akinwale,Juliet Oyekan,11597458.12,ZAR,South Africa,bank transfer,failed,2025-12-19
TXN_3831864,Mark Okafor,Cornelius Ogunleye,2256104.92,KES,Kenya,mobile money,failed,2025-01-22
TXN_4422067,Michael Chukwu,Gabriel Okonkwo,7134868.16,KES,Kenya,bank transfer,success,2024-09-10
TXN_8553146,David Adetokunbo,David Ogunleye,12926315.58,GHS,Ghana,bank transfer,failed,2026-02-14
TXN_9214497,James Oshodi,Agnes Akinwale,16296620.24,ZAR,South Africa,card,success,2024-08-30
TXN_1774472,Peter Adetokunbo,Gabriel Uche,7841113.9,USD,United States,bank transfer,success,2026-08-10
TXN_4735157,John Akinwale,Philip Ojo,4459943.78,ZAR,South Africa,mobile money,success,2025-12-31
TXN_6158371,Charity Adeyemi,Cornelius Nnamani,4507151.86,ZAR,South Africa,mobile money,success,2024-11-23
TXN_7613666,Peter Ogunleye,Emmanuel Ibrahim,1060613.01,USD,United States,bank transfer,pending,2026-08-26
TXN_5211923,Blessing Ekwueme,Hope Balogun,7152845.76,NGN,Nigeria,card,failed,2024-12-19
TXN_2841458,Paul Nnamani,Charity Oshodi,13236762.48,GHS,Ghana,bank transfer,failed,2025-08-10
TXN_2744603,David Eze,Grace Obi,2753429.63,ZAR,South Africa,bank transfer,failed,2024-12-16
TXN_1661729,Paul Abiola,Deborah Okonkwo,7932006.73,NGN,Nigeria,card,success,2025-12-15
TXN_2674821,Peace Balogun,Joseph Balogun,13354980.74,NGN,Nigeria,bank transfer,success,2024-09-11
TXN_5988472,Victoria Akinwale,Samuel Uche,1006746.62,KES,Kenya,mobile money,pending,2024-09-05
TXN_1520490,Hope Obasanjo,Mary Oshodi,3134769.97,KES,Kenya,mobile money,failed,2026-03-06
TXN_8948692,Ruth Obasanjo,Charity Oyekan,11243409.85,KES,Kenya,bank transfer,success,2025-10-07
TXN_3758454,Victoria Okafor,Comfort Okafor,16839885.52,ZAR,South Africa,mobile money,failed,2026-07-27
TXN_8535822,Grace Nnamani,Benjamin Eze,1165273.03,USD,United States,mobile money,pending,2025-03-10
TXN_9752089,Emmanuel Abiola,Cornelius Uche,18549709.51,USD,United States,bank transfer,pending,2025-07-27
TXN_1655529,Peace Ekwueme,Agnes Obi,4828897.6,KES,Kenya,bank transfer,pending,2025-11-17
TXN_4127535,Joy Chukwu,Sarah Ibrahim,15170514.39,NGN,Nigeria,card,failed,2024-09-14
TXN_9205451,Juliet Oyekan,John Olawale,11441484.8,ZAR,South Africa,mobile money,failed,2025-04-03
TXN_2735088,Faith Nnamani,Stephen Obasanjo,14170218.55,USD,United States,bank transfer,failed,2026-05-14
TXN_2767936,Charity Balogun,Simon Olawale,12689032.15,USD,United States,mobile money,failed,2025-09-15
TXN_7566280,Joy Chukwu,James Okonkwo,6697182.4,GHS,Ghana,mobile money,success,2025-02-01
TXN_5189913,Cornelius Obi,Esther Balogun,16611092.83,USD,United States,bank transfer,failed,2025-10-23
TXN_3417165,Agnes Obasanjo,Stephen Abiola,18296084.54,KES,Kenya,card,pending,2025-10-21
TXN_9234637,Nathaniel Ibrahim,Simon Ojo,3934432.31,KES,Kenya,mobile money,failed,2026-07-22
TXN_6582264,John Chukwu,Michael Oyekan,6401088.64,USD,United States,mobile money,failed,2025-12-04
TXN_3705172,Peace Chukwu,Elizabeth Chukwu,12413569.82,ZAR,South Africa,mobile money,failed,2025-04-09
TXN_2147877,Mary Adetokunbo,Mark Eze,11143080.02,KES,Kenya,bank transfer,failed,2026-03-28
TXN_3750720,Comfort Balogun,Deborah Uche,13800162.34,ZAR,South Africa,mobile money,success,2026-05-18
TXN_9464526,Joy Olawale,Samuel Oshodi,14978576.05,USD,United States,bank transfer,success,2026-03-06
TXN_2944354,Gabriel Uche,Charity Okafor,8529996.87,NGN,Nigeria,card,failed,2025-02-20
TXN_3178708,Stephen Uche,Benjamin Balogun,5316876.04,ZAR,South Africa,mobile money,failed,2025-12-16
TXN_6206123,Daniel Olawale,Comfort Balogun,3856890.72,NGN,Nigeria,mobile money,pending,2024-12-14
TXN_9623016,Simon Ibrahim,Benjamin Abiola,5037488.08,NGN,Nigeria,mobile money,success,2024-09-17
TXN_1072188,Esther Eze,Sarah Oyekan,15591237.93,NGN,Nigeria,card,failed,2026-06-01
TXN_7035790,Gabriel Ibrahim,Gloria Olawale,18306492.81,USD,United States,bank transfer,pending,2026-08-15
TXN_6745670,Gabriel Ojo,Charity Adetokunbo,5052771.92,KES,Kenya,bank transfer,pending,2025-11-11
TXN_2557188,Grace Ibrahim,Esther Okafor,14130031.07,GHS,Ghana,bank transfer,failed,2025-03-20
TXN_7422786,Nathaniel Chukwu,John Okafor,7339929.14,USD,United States,mobile money,success,2025-05-27
TXN_1380833,Charity Ojo,Joy Balogun,2391522.06,NGN,Nigeria,bank transfer,pending,2025-10-06
TXN_9004792,Joshua Obasanjo,Mark Adeyemi,1017902.3,NGN,Nigeria,mobile money,failed,2025-03-10
TXN_3447858,Hope Ojo,Cornelius Oshodi,2922607.75,ZAR,South Africa,mobile money,pending,2025-06-05
TXN_9096186,Joshua Balogun,John Okafor,488414.65,USD,United States,card,failed,2026-05-06
TXN_6919085,Angela Olawale,Charity Eze,17669799.4,GHS,Ghana,card,failed,2024-11-08
TXN_6333144,Blessing Nnamani,Emmanuel Eze,6748407.91,NGN,Nigeria,bank transfer,success,2026-06-13
TXN_1844324,Agnes Oshodi,Blessing Nnamani,4517200.42,GHS,Ghana,mobile money,success,2025-11-30
TXN_2778332,Elizabeth Olawale,Joseph Chukwu,10243822.8,USD,United States,mobile money,pending,2026-05-19
TXN_6454154,Nathaniel Olawale,Mary Ekwueme,11364615.42,GHS,Ghana,card,success,2025-07-21
TXN_8458134,Simon Okafor,Elizabeth Balogun,220312.5,USD,United States,mobile money,success,2026-07-30
TXN_9884463,Joseph Okonkwo,Deborah Olawale,162365.17,ZAR,South Africa,card,success,2024-12-11
TXN_7173179,Ruth Obasanjo,Elizabeth Okafor,2168371.96,GHS,Ghana,mobile money,success,2026-03-11
TXN_3918952,Blessing Olawale,Joy Okafor,18307308.99,ZAR,South Africa,card,failed,2024-12-03
TXN_7513759,Ruth Ojo,Benjamin Chukwu,751396.98,ZAR,South Africa,bank transfer,success,2025-10-06
TXN_7938241,Joshua Okonkwo,Cornelius Okafor,7401479.53,GHS,Ghana,mobile money,success,2025-08-17
TXN_3285717,Joseph Nnamani,Emmanuel Ogunleye,9786964.45,ZAR,South Africa,mobile money,success,2025-05-11
TXN_7995958,Samuel Ojo,Hope Ekwueme,17193648.41,ZAR,South Africa,card,failed,2026-04-30
TXN_3072345,Joshua Obasanjo,Philip Balogun,11104671.91,GHS,Ghana,card,pending,2025-10-19
TXN_9623169,Emmanuel Okonkwo,Mark Uche,11528221.25,ZAR,South Africa,card,pending,2025-04-20
TXN_4719203,Esther Eze,Blessing Uche,14336090.57,KES,Kenya,card,failed,2024-10-31
TXN_1676171,Joy Balogun,James Ojo,4691766.92,KES,Kenya,card,pending,2026-01-27
TXN_8515872,Blessing Obasanjo,Gabriel Balogun,702978.19,NGN,Nigeria,card,success,2025-02-13
TXN_6901886,Victoria Balogun,Comfort Okafor,9640469.36,NGN,Nigeria,mobile money,failed,2025-11-07
TXN_2773229,Peter Olawale,Philip Obasanjo,2963920.51,GHS,Ghana,card,pending,2026-03-23
TXN_3704948,Michael Akinwale,Elizabeth Nnamani,6299669.28,KES,Kenya,card,success,2024-09-07
TXN_7719519,Stephen Olawale,Angela Eze,9845410.15,KES,Kenya,mobile money,pending,2026-07-07
TXN_2056790,Peace Akinwale,Paul Okafor,7751502.15,ZAR,South Africa,card,failed,2025-05-14
TXN_9180295,Cornelius Chukwu,Mary Okafor,3659185.58,GHS,Ghana,mobile money,pending,2024-10-29
TXN_7867303,Cornelius Adeyemi,Simon Obasanjo,12435092.5,USD,United States,card,pending,2025-04-22
TXN_7545599,Daniel Eze,Paul Oshodi,11307742.07,NGN,Nigeria,mobile money,pending,2026-02-18
TXN_7367744,Joy Ibrahim,David Balogun,5542817.57,ZAR,South Africa,bank transfer,pending,2025-09-07
TXN_2752460,John Oyekan,Agnes Uche,11008599.89,USD,United States,mobile money,pending,2025-04-21
TXN_5718276,Joy Ekwueme,Simon Ojo,9415290.45,GHS,Ghana,card,pending,2026-04-09
TXN_8475580,David Ojo,Peter Abiola,2438857.26,ZAR,South Africa,mobile money,failed,2026-02-06
TXN_9876512,Charity Nnamani,Benjamin Ogunleye,198863.53,GHS,Ghana,bank transfer,success,2024-12-09
TXN_4599377,Agnes Okafor,Victoria Oyekan,18162560.97,KES,Kenya,mobile money,success,2025-04-06
TXN_5546167,Grace Okonkwo,Peter Obi,5748549.34,USD,United States,card,success,2025-06-27
TXN_8365473,John Uche,Peter Eze,15922628.35,NGN,Nigeria,card,failed,2025-11-29
TXN_6341477,Peter Abiola,Nathaniel Adeyemi,15060388.41,NGN,Nigeria,mobile money,success,2026-03-29
TXN_4639102,Agnes Olawale,John Obi,2532498.23,USD,United States,bank transfer,success,2025-04-27
TXN_9069734,Daniel Oshodi,Ruth Ekwueme,5430448.4,USD,United States,bank transfer,pending,2025-05-26
TXN_8708508,Simon Adeyemi,Comfort Okonkwo,6103324.95,KES,Kenya,card,pending,2024-11-17
TXN_1959433,Agnes Balogun,Joy Ojo,2472543.7,USD,United States,card,success,2026-03-08
TXN_1011248,Stephen Nnamani,Samuel Okonkwo,5915742.37,KES,Kenya,bank transfer,success,2024-09-14
TXN_5672739,Samuel Adetokunbo,Benjamin Okafor,4178205.09,GHS,Ghana,card,failed,2025-09-05
TXN_8645788,David Adetokunbo,Agnes Adetokunbo,6933199.77,GHS,Ghana,mobile money,failed,2025-02-01
TXN_8462130,Stephen Ibrahim,Patience Ogunleye,4170865.58,NGN,Nigeria,card,success,2025-01-17
TXN_3355118,John Nnamani,Mary Eze,6389774.72,USD,United States,mobile money,success,2024-10-11
TXN_4917704,Agnes Okonkwo,Gabriel Okafor,5871939.94,KES,Kenya,card,success,2025-11-02
TXN_4922252,Elizabeth Eze,Joseph Obasanjo,6084393.76,NGN,Nigeria,bank transfer,pending,2024-10-09
TXN_2211816,Simon Okafor,James Adeyemi,16583009.2,USD,United States,mobile money,pending,2025-06-29
TXN_9242821,Angela Uche,Juliet Adeyemi,15676832.49,USD,United States,bank transfer,failed,2025-09-26
TXN_3701463,Joseph Chukwu,Elizabeth Uche,13294045.33,USD,United States,mobile money,success,2024-12-26
TXN_5971197,James Akinwale,Juliet Adeyemi,7269638.91,KES,Kenya,bank transfer,failed,2025-11-03
TXN_6441322,Cornelius Ekwueme,John Ekwueme,11083222.88,KES,Kenya,bank transfer,pending,2025-12-16
TXN_4211175,Peter Okafor,Grace Akinwale,2920873.46,USD,United States,card,failed,2025-04-30
TXN_9734143,Faith Akinwale,Benjamin Balogun,13324884.65,KES,Kenya,card,success,2026-06-28
TXN_4746658,Comfort Abiola,Cornelius Ekwueme,5726795.13,NGN,Nigeria,bank transfer,success,2026-07-17
TXN_2550911,Esther Obasanjo,Charity Oyekan,18249795.99,GHS,Ghana,mobile money,failed,2024-10-17
TXN_5739264,Samuel Oyekan,Comfort Ibrahim,3648004.74,GHS,Ghana,bank transfer,failed,2026-04-08
TXN_4309436,Angela Adetokunbo,Peace Balogun,4994457.5,KES,Kenya,bank transfer,pending,2024-11-13
TXN_3424929,Deborah Obasanjo,Paul Oshodi,1307974.86,USD,United States,bank transfer,success,2026-04-08
TXN_5370225,Blessing Uche,Blessing Eze,9518828.18,ZAR,South Africa,card,pending,2026-08-03
TXN_6970225,Philip Okafor,Agnes Obi,4217931.18,ZAR,South Africa,mobile money,pending,2025-03-13
TXN_2514713,Mark Chukwu,Juliet Oshodi,5783853.51,GHS,Ghana,bank transfer,pending,2025-11-16
TXN_4645792,Faith Obi,Cornelius Obi,12287248.96,USD,United States,mobile money,pending,2026-07-05
TXN_5341006,Angela Ogunleye,John Abiola,2199160.13,USD,United States,card,pending,2025-05-27
TXN_3572416,David Eze,Esther Ojo,9346247.48,ZAR,South Africa,card,success,2024-09-04
TXN_6625062,David Okonkwo,Agnes Obi,1477345.45,KES,Kenya,bank transfer,success,2025-07-14
TXN_2182545,Mark Obasanjo,Simon Eze,19311863.85,NGN,Nigeria,mobile money,success,2026-07-03
TXN_8906356,Patience Okonkwo,John Ekwueme,422669.38,GHS,Ghana,bank transfer,failed,2025-05-04
TXN_5156473,Gabriel Nnamani,Benjamin Ojo,8416501.1,GHS,Ghana,card,failed,2025-03-13
TXN_5862227,Gloria Okonkwo,Daniel Oyekan,5296073.21,NGN,Nigeria,bank transfer,failed,2024-10-14
TXN_4029263,Daniel Akinwale,Mark Uche,5156673.63,NGN,Nigeria,card,pending,2026-02-17
TXN_3965858,Peace Ibrahim,Benjamin Adetokunbo,555827.49,GHS,Ghana,bank transfer,failed,2026-02-19
TXN_4914045,Esther Ogunleye,Agnes Obi,2272680.06,USD,United States,bank transfer,failed,2025-09-09
TXN_2988263,Deborah Oyekan,Angela Eze,7905387.03,KES,Kenya,card,pending,2024-12-03
TXN_2019831,Ruth Ekwueme,Mary Adetokunbo,6100382.29,NGN,Nigeria,card,success,2026-06-19
TXN_3060818,Emmanuel Obasanjo,Andrew Okonkwo,12672698.77,NGN,Nigeria,card,success,2025-01-29
TXN_2994151,Michael Chukwu,Victoria Akinwale,176686.79,GHS,Ghana,bank transfer,success,2024-10-18
TXN_3038854,Mary Adetokunbo,Gloria Abiola,4816044.89,KES,Kenya,bank transfer,failed,2025-08-30
TXN_1389836,Hope Olawale,Victoria Obasanjo,16068577.11,NGN,Nigeria,mobile money,success,2024-11-20
TXN_7800740,Comfort Olawale,Joshua Okafor,13536452.11,ZAR,South Africa,bank transfer,pending,2026-05-19
TXN_3447813,Paul Chukwu,Peace Ekwueme,8377449.5,GHS,Ghana,mobile money,pending,2026-06-22
TXN_4026082,Patience Akinwale,Blessing Obasanjo,11379807.53,NGN,Nigeria,bank transfer,success,2024-10-01
TXN_4938824,Hope Abiola,Agnes Adetokunbo,4503091.43,NGN,Nigeria,bank transfer,failed,2024-11-08
TXN_9681261,Victoria Obi,Hope Ojo,6285774.52,NGN,Nigeria,card,pending,2025-01-25
TXN_1866121,Sarah Uche,Paul Akinwale,8011078.27,USD,United States,card,pending,2025-06-26
TXN_7859368,Joy Adeyemi,Mark Balogun,12331762.65,ZAR,South Africa,card,pending,2024-08-30
TXN_9288408,James Obi,David Ogunleye,14273831.9,NGN,Nigeria,mobile money,pending,2025-09-26
TXN_6535238,Peter Okafor,Emmanuel Chukwu,14751064.08,KES,Kenya,card,pending,2025-07-17
TXN_6468552,Cornelius Olawale,Benjamin Chukwu,857552.72,USD,United States,bank transfer,pending,2026-02-06
TXN_8736921,Agnes Balogun,Stephen Balogun,11727955.92,NGN,Nigeria,bank transfer,pending,2026-06-02
TXN_2461914,Angela Ekwueme,Mark Ojo,11373804.19,KES,Kenya,card,failed,2026-08-02
TXN_4895660,Joshua Adeyemi,David Ekwueme,4271505.65,KES,Kenya,mobile money,success,2026-08-11
TXN_7443965,Faith Obasanjo,Agnes Adeyemi,13218279.85,ZAR,South Africa,bank transfer,failed,2025-04-11
TXN_8704709,Ruth Adetokunbo,Comfort Balogun,2552065.62,ZAR,South Africa,card,success,2026-01-18
TXN_6889141,Joshua Obi,Mary Eze,985326.61,ZAR,South Africa,card,success,2026-08-25
TXN_7319456,Daniel Eze,Patience Ojo,16438999.84,KES,Kenya,mobile money,pending,2026-03-03
TXN_9983966,Gloria Chukwu,Cornelius Abiola,855722.07,GHS,Ghana,bank transfer,failed,2024-11-01
TXN_7845202,Emmanuel Olawale,Andrew Balogun,12189587.28,GHS,Ghana,bank transfer,pending,2024-11-11
